rel_path,input_bytes,tokens,elapsed_s,output_path,output_bytes
data-00000-of-00080.arrow,498140816,128436320,165.15264864871278,/mnt/nvme/openwebtext_bin/data-00000-of-00080.arrow.bin,513745280
data-00001-of-00080.arrow,502266296,129563403,167.66489376872778,/mnt/nvme/openwebtext_bin/data-00001-of-00080.arrow.bin,518253612
data-00002-of-00080.arrow,500341664,129321823,167.33629497885704,/mnt/nvme/openwebtext_bin/data-00002-of-00080.arrow.bin,517287292
data-00003-of-00080.arrow,500501920,129110169,165.622776129283,/mnt/nvme/openwebtext_bin/data-00003-of-00080.arrow.bin,516440676
data-00004-of-00080.arrow,494620208,127722188,164.05409890925512,/mnt/nvme/openwebtext_bin/data-00004-of-00080.arrow.bin,510888752
data-00005-of-00080.arrow,495823920,127917651,164.76831590011716,/mnt/nvme/openwebtext_bin/data-00005-of-00080.arrow.bin,511670604
data-00006-of-00080.arrow,499819840,129083402,165.87608020799235,/mnt/nvme/openwebtext_bin/data-00006-of-00080.arrow.bin,516333608
data-00007-of-00080.arrow,493248472,127163680,162.20717637287453,/mnt/nvme/openwebtext_bin/data-00007-of-00080.arrow.bin,508654720
data-00008-of-00080.arrow,497316720,128368609,164.4319912660867,/mnt/nvme/openwebtext_bin/data-00008-of-00080.arrow.bin,513474436
data-00009-of-00080.arrow,497505616,128375501,164.84028190607205,/mnt/nvme/openwebtext_bin/data-00009-of-00080.arrow.bin,513502004
data-00010-of-00080.arrow,496781584,128040600,165.51743730483577,/mnt/nvme/openwebtext_bin/data-00010-of-00080.arrow.bin,512162400
data-00011-of-00080.arrow,498339480,128465993,164.85491628712043,/mnt/nvme/openwebtext_bin/data-00011-of-00080.arrow.bin,513863972
data-00012-of-00080.arrow,496777576,128109174,164.4456493249163,/mnt/nvme/openwebtext_bin/data-00012-of-00080.arrow.bin,512436696
data-00013-of-00080.arrow,495452656,127978511,164.1717726998031,/mnt/nvme/openwebtext_bin/data-00013-of-00080.arrow.bin,511914044
data-00014-of-00080.arrow,499768736,128957047,165.65784194599837,/mnt/nvme/openwebtext_bin/data-00014-of-00080.arrow.bin,515828188
data-00015-of-00080.arrow,498498600,128536589,165.167330105789,/mnt/nvme/openwebtext_bin/data-00015-of-00080.arrow.bin,514146356
data-00016-of-00080.arrow,500181288,129030600,165.42047239700332,/mnt/nvme/openwebtext_bin/data-00016-of-00080.arrow.bin,516122400
data-00017-of-00080.arrow,495311760,127737492,163.92063906043768,/mnt/nvme/openwebtext_bin/data-00017-of-00080.arrow.bin,510949968
data-00018-of-00080.arrow,495080232,127611659,163.9696021960117,/mnt/nvme/openwebtext_bin/data-00018-of-00080.arrow.bin,510446636
data-00019-of-00080.arrow,495645128,127621040,165.11918950034305,/mnt/nvme/openwebtext_bin/data-00019-of-00080.arrow.bin,510484160
data-00020-of-00080.arrow,499684288,129106676,165.8552193311043,/mnt/nvme/openwebtext_bin/data-00020-of-00080.arrow.bin,516426704
data-00021-of-00080.arrow,498986840,128781708,164.92588065192103,/mnt/nvme/openwebtext_bin/data-00021-of-00080.arrow.bin,515126832
data-00022-of-00080.arrow,500523936,129001259,165.8824470457621,/mnt/nvme/openwebtext_bin/data-00022-of-00080.arrow.bin,516005036
data-00023-of-00080.arrow,502532744,129661681,167.47215551696718,/mnt/nvme/openwebtext_bin/data-00023-of-00080.arrow.bin,518646724
data-00024-of-00080.arrow,493566720,127532633,164.02336514601484,/mnt/nvme/openwebtext_bin/data-00024-of-00080.arrow.bin,510130532
data-00025-of-00080.arrow,499009848,129049766,166.4463070416823,/mnt/nvme/openwebtext_bin/data-00025-of-00080.arrow.bin,516199064
data-00026-of-00080.arrow,494028816,127539883,163.79987495020032,/mnt/nvme/openwebtext_bin/data-00026-of-00080.arrow.bin,510159532
data-00027-of-00080.arrow,495429488,128058817,165.07615099987015,/mnt/nvme/openwebtext_bin/data-00027-of-00080.arrow.bin,512235268
data-00028-of-00080.arrow,496832936,128239640,165.25765804201365,/mnt/nvme/openwebtext_bin/data-00028-of-00080.arrow.bin,512958560
data-00029-of-00080.arrow,497505560,128202828,164.91727494634688,/mnt/nvme/openwebtext_bin/data-00029-of-00080.arrow.bin,512811312
data-00030-of-00080.arrow,491636048,126908096,163.0202530398965,/mnt/nvme/openwebtext_bin/data-00030-of-00080.arrow.bin,507632384
data-00031-of-00080.arrow,497502720,128408875,164.72856291104108,/mnt/nvme/openwebtext_bin/data-00031-of-00080.arrow.bin,513635500
data-00032-of-00080.arrow,498544152,128606940,165.41220406489447,/mnt/nvme/openwebtext_bin/data-00032-of-00080.arrow.bin,514427760
data-00033-of-00080.arrow,495261200,127959869,164.01416943455115,/mnt/nvme/openwebtext_bin/data-00033-of-00080.arrow.bin,511839476
data-00034-of-00080.arrow,498230968,128731342,164.85210782894865,/mnt/nvme/openwebtext_bin/data-00034-of-00080.arrow.bin,514925368
data-00035-of-00080.arrow,495263368,127816843,164.6356570920907,/mnt/nvme/openwebtext_bin/data-00035-of-00080.arrow.bin,511267372
data-00036-of-00080.arrow,498904576,128636828,165.8204194600694,/mnt/nvme/openwebtext_bin/data-00036-of-00080.arrow.bin,514547312
data-00037-of-00080.arrow,497147544,128158139,164.04253567801788,/mnt/nvme/openwebtext_bin/data-00037-of-00080.arrow.bin,512632556
data-00038-of-00080.arrow,496702360,128405722,164.8424423369579,/mnt/nvme/openwebtext_bin/data-00038-of-00080.arrow.bin,513622888
data-00039-of-00080.arrow,495689136,127938210,163.8987054261379,/mnt/nvme/openwebtext_bin/data-00039-of-00080.arrow.bin,511752840
data-00040-of-00080.arrow,499180504,128886913,165.4068736769259,/mnt/nvme/openwebtext_bin/data-00040-of-00080.arrow.bin,515547652
data-00041-of-00080.arrow,500311192,129314772,166.4347668881528,/mnt/nvme/openwebtext_bin/data-00041-of-00080.arrow.bin,517259088
data-00042-of-00080.arrow,496241824,127834142,163.55803640792146,/mnt/nvme/openwebtext_bin/data-00042-of-00080.arrow.bin,511336568
data-00043-of-00080.arrow,502183848,129854773,165.84943134197965,/mnt/nvme/openwebtext_bin/data-00043-of-00080.arrow.bin,519419092
data-00044-of-00080.arrow,495839016,128117240,162.79100370779634,/mnt/nvme/openwebtext_bin/data-00044-of-00080.arrow.bin,512468960
data-00045-of-00080.arrow,498772192,128920616,164.8942755269818,/mnt/nvme/openwebtext_bin/data-00045-of-00080.arrow.bin,515682464
data-00046-of-00080.arrow,497450136,128264475,164.60956068802625,/mnt/nvme/openwebtext_bin/data-00046-of-00080.arrow.bin,513057900
data-00047-of-00080.arrow,497457016,128246985,166.19546372117475,/mnt/nvme/openwebtext_bin/data-00047-of-00080.arrow.bin,512987940
data-00048-of-00080.arrow,497384872,128529073,164.4805204248987,/mnt/nvme/openwebtext_bin/data-00048-of-00080.arrow.bin,514116292
data-00049-of-00080.arrow,496236936,128171043,164.5227135294117,/mnt/nvme/openwebtext_bin/data-00049-of-00080.arrow.bin,512684172
data-00050-of-00080.arrow,499115168,128956747,165.7496961108409,/mnt/nvme/openwebtext_bin/data-00050-of-00080.arrow.bin,515826988
data-00051-of-00080.arrow,501785552,129490409,165.18972134916112,/mnt/nvme/openwebtext_bin/data-00051-of-00080.arrow.bin,517961636
data-00052-of-00080.arrow,499210064,129205681,165.12853373494,/mnt/nvme/openwebtext_bin/data-00052-of-00080.arrow.bin,516822724
data-00053-of-00080.arrow,493708544,127198312,163.09551229095086,/mnt/nvme/openwebtext_bin/data-00053-of-00080.arrow.bin,508793248
data-00054-of-00080.arrow,498940440,129059533,165.60987990768626,/mnt/nvme/openwebtext_bin/data-00054-of-00080.arrow.bin,516238132
data-00055-of-00080.arrow,497106360,128536389,164.48844556184486,/mnt/nvme/openwebtext_bin/data-00055-of-00080.arrow.bin,514145556
data-00056-of-00080.arrow,498933552,128907421,164.81943945633247,/mnt/nvme/openwebtext_bin/data-00056-of-00080.arrow.bin,515629684
data-00057-of-00080.arrow,494621752,127651614,163.02891313517466,/mnt/nvme/openwebtext_bin/data-00057-of-00080.arrow.bin,510606456
data-00058-of-00080.arrow,498540928,128758652,165.6831686203368,/mnt/nvme/openwebtext_bin/data-00058-of-00080.arrow.bin,515034608
data-00059-of-00080.arrow,495884320,127966257,164.58552489522845,/mnt/nvme/openwebtext_bin/data-00059-of-00080.arrow.bin,511865028
data-00060-of-00080.arrow,494622448,127881031,163.55141447670758,/mnt/nvme/openwebtext_bin/data-00060-of-00080.arrow.bin,511524124
data-00061-of-00080.arrow,497427944,128516118,164.9585799621418,/mnt/nvme/openwebtext_bin/data-00061-of-00080.arrow.bin,514064472
