rel_path,input_bytes,tokens,elapsed_s,output_path,output_bytes
data-00000-of-00080.arrow,498140816,128436320,165.5256245052442,/mnt/nvme/openwebtext_bin/data-00000-of-00080.arrow.bin,513745280
data-00001-of-00080.arrow,502266296,129563403,167.78192857513204,/mnt/nvme/openwebtext_bin/data-00001-of-00080.arrow.bin,518253612
data-00002-of-00080.arrow,500341664,129321823,167.01928165415302,/mnt/nvme/openwebtext_bin/data-00002-of-00080.arrow.bin,517287292
data-00003-of-00080.arrow,500501920,129110169,166.00638343999162,/mnt/nvme/openwebtext_bin/data-00003-of-00080.arrow.bin,516440676
data-00004-of-00080.arrow,494620208,127722188,164.14871078403667,/mnt/nvme/openwebtext_bin/data-00004-of-00080.arrow.bin,510888752
data-00005-of-00080.arrow,495823920,127917651,164.70154431601986,/mnt/nvme/openwebtext_bin/data-00005-of-00080.arrow.bin,511670604
data-00006-of-00080.arrow,499819840,129083402,165.46393572818488,/mnt/nvme/openwebtext_bin/data-00006-of-00080.arrow.bin,516333608
data-00007-of-00080.arrow,493248472,127163680,164.12481124326587,/mnt/nvme/openwebtext_bin/data-00007-of-00080.arrow.bin,508654720
data-00008-of-00080.arrow,497316720,128368609,165.1348074171692,/mnt/nvme/openwebtext_bin/data-00008-of-00080.arrow.bin,513474436
data-00009-of-00080.arrow,497505616,128375501,165.14523517526686,/mnt/nvme/openwebtext_bin/data-00009-of-00080.arrow.bin,513502004
data-00010-of-00080.arrow,496781584,128040600,164.2681068670936,/mnt/nvme/openwebtext_bin/data-00010-of-00080.arrow.bin,512162400
data-00011-of-00080.arrow,498339480,128465993,164.13047442492098,/mnt/nvme/openwebtext_bin/data-00011-of-00080.arrow.bin,513863972
data-00012-of-00080.arrow,496777576,128109174,163.5357048069127,/mnt/nvme/openwebtext_bin/data-00012-of-00080.arrow.bin,512436696
data-00013-of-00080.arrow,495452656,127978511,164.74302073195577,/mnt/nvme/openwebtext_bin/data-00013-of-00080.arrow.bin,511914044
data-00014-of-00080.arrow,499768736,128957047,166.06410716520622,/mnt/nvme/openwebtext_bin/data-00014-of-00080.arrow.bin,515828188
data-00015-of-00080.arrow,498498600,128536589,165.37263909215108,/mnt/nvme/openwebtext_bin/data-00015-of-00080.arrow.bin,514146356
data-00016-of-00080.arrow,500181288,129030600,165.48560080723837,/mnt/nvme/openwebtext_bin/data-00016-of-00080.arrow.bin,516122400
data-00017-of-00080.arrow,495311760,127737492,163.16226587630808,/mnt/nvme/openwebtext_bin/data-00017-of-00080.arrow.bin,510949968
data-00018-of-00080.arrow,495080232,127611659,165.29911846015602,/mnt/nvme/openwebtext_bin/data-00018-of-00080.arrow.bin,510446636
data-00019-of-00080.arrow,495645128,127621040,164.11432265816256,/mnt/nvme/openwebtext_bin/data-00019-of-00080.arrow.bin,510484160
data-00020-of-00080.arrow,499684288,129106676,165.8569786711596,/mnt/nvme/openwebtext_bin/data-00020-of-00080.arrow.bin,516426704
data-00021-of-00080.arrow,498986840,128781708,165.90202440321445,/mnt/nvme/openwebtext_bin/data-00021-of-00080.arrow.bin,515126832
data-00022-of-00080.arrow,500523936,129001259,166.06800476275384,/mnt/nvme/openwebtext_bin/data-00022-of-00080.arrow.bin,516005036
data-00023-of-00080.arrow,502532744,129661681,166.47962513566017,/mnt/nvme/openwebtext_bin/data-00023-of-00080.arrow.bin,518646724
data-00024-of-00080.arrow,493566720,127532633,163.12354051880538,/mnt/nvme/openwebtext_bin/data-00024-of-00080.arrow.bin,510130532
data-00025-of-00080.arrow,499009848,129049766,165.27247018367052,/mnt/nvme/openwebtext_bin/data-00025-of-00080.arrow.bin,516199064
data-00026-of-00080.arrow,494028816,127539883,163.03501198999584,/mnt/nvme/openwebtext_bin/data-00026-of-00080.arrow.bin,510159532
data-00027-of-00080.arrow,495429488,128058817,164.29891242738813,/mnt/nvme/openwebtext_bin/data-00027-of-00080.arrow.bin,512235268
data-00028-of-00080.arrow,496832936,128239640,164.82014086004347,/mnt/nvme/openwebtext_bin/data-00028-of-00080.arrow.bin,512958560
data-00029-of-00080.arrow,497505560,128202828,164.59106561820954,/mnt/nvme/openwebtext_bin/data-00029-of-00080.arrow.bin,512811312
data-00030-of-00080.arrow,491636048,126908096,162.48120859498158,/mnt/nvme/openwebtext_bin/data-00030-of-00080.arrow.bin,507632384
data-00031-of-00080.arrow,497502720,128408875,169.03782361093909,/mnt/nvme/openwebtext_bin/data-00031-of-00080.arrow.bin,513635500
data-00032-of-00080.arrow,498544152,128606940,165.3691411036998,/mnt/nvme/openwebtext_bin/data-00032-of-00080.arrow.bin,514427760
data-00033-of-00080.arrow,495261200,127959869,164.25317797902972,/mnt/nvme/openwebtext_bin/data-00033-of-00080.arrow.bin,511839476
data-00034-of-00080.arrow,498230968,128731342,164.30708802910522,/mnt/nvme/openwebtext_bin/data-00034-of-00080.arrow.bin,514925368
data-00035-of-00080.arrow,495263368,127816843,163.92745860898867,/mnt/nvme/openwebtext_bin/data-00035-of-00080.arrow.bin,511267372
data-00036-of-00080.arrow,498904576,128636828,165.60296448273584,/mnt/nvme/openwebtext_bin/data-00036-of-00080.arrow.bin,514547312
data-00037-of-00080.arrow,497147544,128158139,165.04268132476136,/mnt/nvme/openwebtext_bin/data-00037-of-00080.arrow.bin,512632556
data-00038-of-00080.arrow,496702360,128405722,163.95896768430248,/mnt/nvme/openwebtext_bin/data-00038-of-00080.arrow.bin,513622888
data-00039-of-00080.arrow,495689136,127938210,163.54670986300334,/mnt/nvme/openwebtext_bin/data-00039-of-00080.arrow.bin,511752840
data-00040-of-00080.arrow,499180504,128886913,165.15886304574087,/mnt/nvme/openwebtext_bin/data-00040-of-00080.arrow.bin,515547652
data-00041-of-00080.arrow,500311192,129314772,166.0526429102756,/mnt/nvme/openwebtext_bin/data-00041-of-00080.arrow.bin,517259088
data-00042-of-00080.arrow,496241824,127834142,164.36038158694282,/mnt/nvme/openwebtext_bin/data-00042-of-00080.arrow.bin,511336568
data-00043-of-00080.arrow,502183848,129854773,165.330647055991,/mnt/nvme/openwebtext_bin/data-00043-of-00080.arrow.bin,519419092
data-00044-of-00080.arrow,495839016,128117240,163.14516323804855,/mnt/nvme/openwebtext_bin/data-00044-of-00080.arrow.bin,512468960
data-00045-of-00080.arrow,498772192,128920616,164.3052022960037,/mnt/nvme/openwebtext_bin/data-00045-of-00080.arrow.bin,515682464
data-00046-of-00080.arrow,497450136,128264475,164.17397948913276,/mnt/nvme/openwebtext_bin/data-00046-of-00080.arrow.bin,513057900
data-00047-of-00080.arrow,497457016,128246985,164.55950729595497,/mnt/nvme/openwebtext_bin/data-00047-of-00080.arrow.bin,512987940
data-00048-of-00080.arrow,497384872,128529073,164.646010925062,/mnt/nvme/openwebtext_bin/data-00048-of-00080.arrow.bin,514116292
data-00049-of-00080.arrow,496236936,128171043,163.59221217781305,/mnt/nvme/openwebtext_bin/data-00049-of-00080.arrow.bin,512684172
data-00050-of-00080.arrow,499115168,128956747,165.79761776095256,/mnt/nvme/openwebtext_bin/data-00050-of-00080.arrow.bin,515826988
data-00051-of-00080.arrow,501785552,129490409,165.90983848180622,/mnt/nvme/openwebtext_bin/data-00051-of-00080.arrow.bin,517961636
data-00052-of-00080.arrow,499210064,129205681,165.67778315534815,/mnt/nvme/openwebtext_bin/data-00052-of-00080.arrow.bin,516822724
data-00053-of-00080.arrow,493708544,127198312,162.89279828220606,/mnt/nvme/openwebtext_bin/data-00053-of-00080.arrow.bin,508793248
data-00054-of-00080.arrow,498940440,129059533,164.51803266536444,/mnt/nvme/openwebtext_bin/data-00054-of-00080.arrow.bin,516238132
data-00055-of-00080.arrow,497106360,128536389,164.6353201167658,/mnt/nvme/openwebtext_bin/data-00055-of-00080.arrow.bin,514145556
data-00056-of-00080.arrow,498933552,128907421,165.40902893757448,/mnt/nvme/openwebtext_bin/data-00056-of-00080.arrow.bin,515629684
data-00057-of-00080.arrow,494621752,127651614,163.7001732508652,/mnt/nvme/openwebtext_bin/data-00057-of-00080.arrow.bin,510606456
data-00058-of-00080.arrow,498540928,128758652,165.8446823609993,/mnt/nvme/openwebtext_bin/data-00058-of-00080.arrow.bin,515034608
data-00059-of-00080.arrow,495884320,127966257,163.54546257760376,/mnt/nvme/openwebtext_bin/data-00059-of-00080.arrow.bin,511865028
data-00060-of-00080.arrow,494622448,127881031,164.41508619580418,/mnt/nvme/openwebtext_bin/data-00060-of-00080.arrow.bin,511524124
